wsid,wsnm,elvt,lat,lon,inme,city,prov,mdct,date,yr,mo,da,hr,prcp,stp,smax,smin,gbrd,temp,dewp,tmax,dmax,tmin,dmin,hmdy,hmax,hmin,wdsp,wdct,gust
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,27/10/2006 17:00,27/10/2006,2006,10,27,17,,1002.3,1002.9,1002.2,1873.177,30.5,20,33.9,20,30.5,17.2,54,54,38,2.9,197,8.1
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,27/10/2006 18:00,27/10/2006,2006,10,27,18,,1002.1,1002.3,1002,2519.275,29.7,21.8,31.4,21.8,29.4,20.3,62,63,54,6.4,156,9.2
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,27/10/2006 19:00,27/10/2006,2006,10,27,19,,1002.2,1002.2,1002,1331.688,27.4,21.5,29.7,22,27.4,21.3,70,70,62,6.2,150,8.9
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,27/10/2006 20:00,27/10/2006,2006,10,27,20,,1002.6,1002.6,1002.1,882.367,25.5,21.4,27.5,21.8,25.5,21.4,78,78,71,6.3,145,8.9
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,27/10/2006 21:00,27/10/2006,2006,10,27,21,,1003.6,1003.6,1002.6,48.43,24,20.9,25.5,21.5,24,20.8,83,83,78,6,158,10.2
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,27/10/2006 22:00,27/10/2006,2006,10,27,22,,1004.2,1004.2,1003.5,0,23.7,20.9,24,21,23.6,20.8,85,85,83,5.9,157,11
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,27/10/2006 23:00,27/10/2006,2006,10,27,23,,1005.1,1005.1,1003.8,,23.5,21,23.8,21,23.4,20.8,86,86,84,5.9,162,9.7
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,28/10/2006 0:00,28/10/2006,2006,10,28,0,,1005.5,1005.6,1004.9,,23,20.6,23.6,21,22.9,20.5,86,87,86,6.9,159,10.5
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,28/10/2006 1:00,28/10/2006,2006,10,28,1,,1005.1,1005.6,1005.1,,22.7,19.8,23.1,20.7,22.7,19.8,84,87,83,5.5,159,10.4
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,28/10/2006 2:00,28/10/2006,2006,10,28,2,,1005.6,1005.6,1005.1,,22.4,19.9,22.8,19.9,22.4,19.6,86,86,83,4.7,192,8.3
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,28/10/2006 3:00,28/10/2006,2006,10,28,3,0.6,1005,1005.6,1005,,21.9,19.9,22.4,20.2,21.9,19.7,88,90,86,3.2,195,7.7
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,28/10/2006 4:00,28/10/2006,2006,10,28,4,,1004.2,1005,1004.2,,21.8,19,22,19.9,21.8,19,84,88,84,5,167,8.3
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,28/10/2006 5:00,28/10/2006,2006,10,28,5,,1004.2,1004.3,1003.9,,21.7,19.1,21.8,19.3,21.7,18.9,85,86,84,3.5,177,8.3
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,28/10/2006 6:00,28/10/2006,2006,10,28,6,,1004.1,1004.3,1004.1,,21.4,18.7,21.7,19.3,21.4,18.5,85,86,82,3.4,182,7.3
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,28/10/2006 7:00,28/10/2006,2006,10,28,7,,1004.6,1004.8,1004,,21.2,18.7,21.4,18.9,20.9,18.6,85,88,85,4.5,174,6.7
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,28/10/2006 8:00,28/10/2006,2006,10,28,8,,1005.2,1005.2,1004.4,,20.9,18.8,21.3,18.8,20.9,18.5,88,88,84,4,183,7.4
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,28/10/2006 9:00,28/10/2006,2006,10,28,9,,1005.3,1005.4,1005.1,70.538,21.2,19,21.2,19,20.8,18.7,87,88,87,3.4,173,6.2
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,28/10/2006 10:00,28/10/2006,2006,10,28,10,,1005.8,1005.8,1005.2,436.846,21.9,19.3,22.1,19.5,21.2,19,85,88,84,4.8,173,6.9
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,28/10/2006 11:00,28/10/2006,2006,10,28,11,,1006.5,1006.5,1005.8,652.912,22.7,19.6,22.8,19.8,21.9,19.3,83,85,82,4.6,171,7.3
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,28/10/2006 12:00,28/10/2006,2006,10,28,12,,1006.5,1006.5,1006.4,899.567,23.5,19.3,23.5,19.8,22.7,19,77,83,77,4.7,164,7.9
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,28/10/2006 13:00,28/10/2006,2006,10,28,13,,1006,1006.5,1005.9,1287.805,24.2,19.5,24.4,19.8,23.3,19.1,75,78,74,3.8,153,7.5
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,28/10/2006 14:00,28/10/2006,2006,10,28,14,,1005.6,1006.1,1005.6,1480.746,24.4,19.6,24.8,20,23.9,19.1,74,77,73,1.9,122,6.3
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,28/10/2006 15:00,28/10/2006,2006,10,28,15,,1004.9,1005.6,1004.9,1218.697,24.9,20.3,25.1,20.3,24.4,19.6,75,77,73,2,128,3.9
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,28/10/2006 16:00,28/10/2006,2006,10,28,16,,1004.3,1005,1004.3,795.75,24.6,20.3,25.1,20.7,24.4,20,77,79,74,4.3,122,6.2
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,28/10/2006 17:00,28/10/2006,2006,10,28,17,,1004.2,1004.4,1004.2,433.543,23.8,18.6,24.6,20.3,23.6,18.5,73,78,72,5.2,138,7.6
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,28/10/2006 18:00,28/10/2006,2006,10,28,18,,1004.2,1004.3,1004.1,566.493,23.8,18.6,24.1,19.1,23.7,18.1,73,75,70,6.4,126,8
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,28/10/2006 19:00,28/10/2006,2006,10,28,19,,1004.4,1004.4,1004.2,278.629,23.4,19.1,23.8,19.2,23.4,18.6,77,77,73,5.2,125,8.3
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,28/10/2006 20:00,28/10/2006,2006,10,28,20,,1005,1005,1004.4,113.714,23.4,18.5,23.5,19.4,23.3,18.4,74,78,74,3.8,135,7.3
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,28/10/2006 21:00,28/10/2006,2006,10,28,21,,1005.8,1005.8,1005,18.003,22.8,19.1,23.4,19.6,22.6,18.3,80,83,73,3,134,6.1
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,28/10/2006 22:00,28/10/2006,2006,10,28,22,,1006.7,1006.7,1005.8,0,22.5,19.2,22.8,19.3,22.4,18.8,81,82,78,1.6,131,5.5
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,28/10/2006 23:00,28/10/2006,2006,10,28,23,,1007.5,1007.6,1006.7,,22.6,19,22.6,19.3,22.5,18.9,80,82,79,3.1,129,4.5
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,29/10/2006 0:00,29/10/2006,2006,10,29,0,,1008.1,1008.1,1007.5,,22.6,18.8,22.7,19,22.5,18.7,79,81,78,2.9,168,5
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,29/10/2006 1:00,29/10/2006,2006,10,29,1,,1008.5,1008.5,1008.1,,22.1,19.1,22.6,19.1,22.1,18.7,83,83,79,1.5,203,4.2
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,29/10/2006 2:00,29/10/2006,2006,10,29,2,,1008,1008.5,1008,,22,18.9,22.1,19.4,21.8,18.9,83,86,82,1.5,227,2.4
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,29/10/2006 3:00,29/10/2006,2006,10,29,3,,1007.2,1008,1007.2,,21.5,18.8,22,19,21.5,18.5,84,85,82,1.7,205,3
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,29/10/2006 4:00,29/10/2006,2006,10,29,4,,1006.6,1007.2,1006.6,,21.2,18.4,21.7,18.8,21.2,18.3,84,84,81,2,197,4.3
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,29/10/2006 5:00,29/10/2006,2006,10,29,5,,1006.1,1006.6,1006.1,,20.8,18.2,21.4,18.4,20.8,18.2,85,86,83,2.8,215,4.9
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,29/10/2006 6:00,29/10/2006,2006,10,29,6,,1005.3,1006.1,1005.2,,21,18.1,21.1,18.2,20.8,18,84,85,83,4.1,179,6
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,29/10/2006 7:00,29/10/2006,2006,10,29,7,,1005.7,1005.7,1005.2,,20.2,18,21,18.2,20.2,18,87,87,83,3.1,181,5.7
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,29/10/2006 8:00,29/10/2006,2006,10,29,8,,1006.4,1006.4,1005.7,,19.6,17.9,20.3,18,19.4,17.8,90,91,87,1.1,222,4.8
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,29/10/2006 9:00,29/10/2006,2006,10,29,9,,1007.3,1007.3,1006.3,186.526,20.3,18.1,20.3,18.2,19.2,17.7,87,91,87,2.3,191,3.4
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,29/10/2006 10:00,29/10/2006,2006,10,29,10,,1008.1,1008.1,1007.3,928.749,21.8,17.4,22,18.4,20.3,17.4,76,87,76,3.4,172,5.5
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,29/10/2006 11:00,29/10/2006,2006,10,29,11,,1008.4,1008.5,1008.1,1794.075,23.7,17.3,23.7,18,21.8,16.8,67,77,67,4.7,165,6.8
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,29/10/2006 12:00,29/10/2006,2006,10,29,12,,1008.1,1008.4,1008.1,2597.788,24.6,16.9,25.1,17.6,23.5,16.7,62,68,61,3.4,146,7.6
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,29/10/2006 13:00,29/10/2006,2006,10,29,13,,1008.1,1008.2,1007.9,2641.4,25.3,17.1,25.8,17.7,24.4,16.2,61,65,59,2.4,130,6.6
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,29/10/2006 14:00,29/10/2006,2006,10,29,14,,1007.7,1008.1,1007.7,2518.47,25.5,17.4,26.2,17.8,25.1,16.6,61,62,57,2.2,156,7.1
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,29/10/2006 15:00,29/10/2006,2006,10,29,15,,1006.9,1007.7,1006.9,3313.837,25.9,17.4,26.5,18.2,25.5,16.7,60,62,56,2.6,92,6.1
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,29/10/2006 16:00,29/10/2006,2006,10,29,16,,1006.1,1006.9,1006.1,2010.328,26,18.1,26.7,18.3,25.7,17.4,62,63,57,4.2,108,6.3
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,29/10/2006 17:00,29/10/2006,2006,10,29,17,,1005.8,1006.1,1005.8,1346.07,25.1,18.2,26.4,18.4,25,17.6,66,66,60,4.7,98,6.8
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,29/10/2006 18:00,29/10/2006,2006,10,29,18,,1005.6,1005.9,1005.6,846.898,24.6,18.2,25.3,18.6,24.6,18,68,69,65,5,123,7.1
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,29/10/2006 19:00,29/10/2006,2006,10,29,19,,1006,1006,1005.6,314.139,23.7,18.6,24.7,18.6,23.7,17.7,73,73,66,4.2,102,7
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,29/10/2006 20:00,29/10/2006,2006,10,29,20,,1006.7,1006.7,1006,132.856,23.5,18.8,23.8,18.9,23.5,18.6,75,75,73,3.1,93,5.8
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,29/10/2006 21:00,29/10/2006,2006,10,29,21,,1007.1,1007.1,1006.7,25.549,23.3,19,23.5,19.1,23.3,18.7,77,77,75,2.9,96,5.3
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,29/10/2006 22:00,29/10/2006,2006,10,29,22,,1007.6,1007.6,1007,0,22.9,19.3,23.3,19.3,22.9,18.9,80,80,77,1.9,82,4.6
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,29/10/2006 23:00,29/10/2006,2006,10,29,23,,1008.3,1008.3,1007.6,,22.8,19.6,22.9,19.6,22.6,19.3,82,82,80,1,108,3.1
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,30/10/2006 0:00,30/10/2006,2006,10,30,0,,1008.7,1008.7,1008.3,,22.9,19.2,22.9,19.6,22.6,19.2,80,82,79,1.4,123,2.3
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,30/10/2006 1:00,30/10/2006,2006,10,30,1,,1008.5,1008.8,1008.5,,22.3,19.8,23,19.8,22.3,19,86,86,78,0.9,203,1.9
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,30/10/2006 2:00,30/10/2006,2006,10,30,2,,1007.8,1008.5,1007.8,,22.7,19.4,22.8,20,22.2,19.3,82,87,81,0.8,109,1.6
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,30/10/2006 3:00,30/10/2006,2006,10,30,3,,1007.2,1007.8,1007.2,,22,19.8,22.8,19.9,22,19.3,87,87,81,1.3,208,2.6
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,30/10/2006 4:00,30/10/2006,2006,10,30,4,,1006.6,1007.2,1006.6,,21.9,20.1,22,20.2,21.7,19.8,89,91,87,1.3,188,3
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,30/10/2006 5:00,30/10/2006,2006,10,30,5,,1006.3,1006.6,1006.2,,21.6,20.2,21.9,20.2,21.5,19.8,91,92,89,1.9,229,3
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,30/10/2006 6:00,30/10/2006,2006,10,30,6,,1006,1006.3,1006,,21.5,19.7,21.7,20.1,21.5,19.7,90,91,90,1.6,218,3
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,30/10/2006 7:00,30/10/2006,2006,10,30,7,,1006.2,1006.2,1005.9,,21.7,19.9,21.7,20,21.4,19.7,89,91,89,1.4,177,2.1
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,30/10/2006 8:00,30/10/2006,2006,10,30,8,,1006,1006.2,1006,,21.7,19.6,21.8,20,21.6,19.6,88,90,88,1.6,165,2.1
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,30/10/2006 9:00,30/10/2006,2006,10,30,9,,1007,1007,1006,144.763,22.2,19.5,22.2,19.8,21.5,19.2,85,88,84,0.8,264,2.1
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,30/10/2006 10:00,30/10/2006,2006,10,30,10,,1007.8,1007.8,1007,368.101,22.6,20,22.7,20.4,22.1,19.4,85,87,84,1.7,225,3.1
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,30/10/2006 11:00,30/10/2006,2006,10,30,11,,1008.1,1008.2,1007.7,1331.405,24.7,19.9,24.7,20.2,22.6,19.5,75,86,74,1.2,114,3.7
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,30/10/2006 12:00,30/10/2006,2006,10,30,12,,1007.5,1008.1,1007.5,1929.178,25.3,19.9,26,20.3,24.6,19.4,72,75,69,1.8,286,3.2
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,30/10/2006 13:00,30/10/2006,2006,10,30,13,,1007.3,1007.6,1007.3,2112.573,26.2,19.9,26.6,20.5,25.2,19.7,68,73,68,1.3,251,3.8
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,30/10/2006 14:00,30/10/2006,2006,10,30,14,,1006.7,1007.3,1006.7,1930.541,26.1,23.4,27.2,24.1,24,19.9,85,93,66,2.4,288,4
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,30/10/2006 15:00,30/10/2006,2006,10,30,15,,1005.8,1006.7,1005.8,1299.724,26.9,24,27.4,24.2,26.1,23.4,84,88,79,1.5,278,3.5
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,30/10/2006 16:00,30/10/2006,2006,10,30,16,0.2,1004.6,1005.8,1004.6,2112.407,26.8,24.4,27,24.6,25.7,22.8,86,89,82,2.4,53,6.4
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,30/10/2006 17:00,30/10/2006,2006,10,30,17,,1004.1,1004.6,1004.1,1208.016,27.5,22.9,27.8,25,26.6,22.9,76,88,76,2.9,28,5.4
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,30/10/2006 18:00,30/10/2006,2006,10,30,18,,1003.3,1004.1,1003.3,1633.836,28.1,22,28.9,22.9,27.5,21.6,70,76,67,4,41,7.3
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,30/10/2006 19:00,30/10/2006,2006,10,30,19,0.2,1003.4,1003.4,1003.2,727.52,26,22.4,28.1,22.8,26,22.1,80,80,70,5.6,67,10
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,30/10/2006 20:00,30/10/2006,2006,10,30,20,1,1004.4,1004.4,1003.3,269.486,24.7,21.5,26.1,22.4,24.3,21.1,83,85,78,4.7,49,10.7
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,30/10/2006 21:00,30/10/2006,2006,10,30,21,,1005.2,1005.2,1004.4,54.795,24.3,21.8,24.7,21.9,24.3,21.5,86,87,82,3.4,50,8.6
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,30/10/2006 22:00,30/10/2006,2006,10,30,22,,1005.9,1005.9,1005.2,0,24.4,21.8,24.5,21.9,24.3,21.7,85,86,85,3.6,44,6.3
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,30/10/2006 23:00,30/10/2006,2006,10,30,23,,1006.5,1006.5,1005.9,,24.7,21.3,24.7,22,24.3,21.3,81,87,81,3.7,47,6.4
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,31/10/2006 0:00,31/10/2006,2006,10,31,0,,1007.3,1007.3,1006.4,,24.8,21.7,24.8,21.7,24.6,21.2,83,83,81,4.3,25,8.2
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,31/10/2006 1:00,31/10/2006,2006,10,31,1,5,1007.5,1007.5,1007.3,,23.7,22.5,24.9,22.5,23.4,21.6,93,93,82,1.1,17,6.7
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,31/10/2006 2:00,31/10/2006,2006,10,31,2,0.2,1007.5,1007.6,1007.3,,24.1,22.2,24.2,22.5,23.7,22.1,89,93,88,2.8,25,5.9
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,31/10/2006 3:00,31/10/2006,2006,10,31,3,,1007.2,1007.5,1007.2,,24,22.4,24.2,22.4,24,22.2,91,91,89,1.4,360,5.3
305,LINHARES,38,-19.356923,-40.06868,A614,Linhares,ES,31/10/2006 4:00,31/10/2006,2006,10,31,4,,1006.3,1007.2,1006.3,,23.6,22.3,24,22.5,23.5,22.2,93,93,91,0.4,336,2.5
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,03/11/2006 0:00,03/11/2006,2006,11,3,0,,1008.7,1008.7,1007.6,,26.6,22.3,27.1,22.6,26.5,22.2,77,79,75,1.4,234,3
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,03/11/2006 1:00,03/11/2006,2006,11,3,1,,1009.7,1009.7,1008.7,,25.7,22.4,26.6,22.4,25.7,22.2,82,82,77,1.6,208,3.3
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,03/11/2006 2:00,03/11/2006,2006,11,3,2,,1009.6,1009.9,1009.6,,25.2,22.7,25.8,23,24.9,22.5,86,88,82,1.2,48,3.9
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,03/11/2006 3:00,03/11/2006,2006,11,3,3,,1008.7,1009.6,1008.7,,24.9,22.7,25.4,23.1,24.6,22.3,88,90,83,1.7,83,2.7
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,03/11/2006 4:00,03/11/2006,2006,11,3,4,,1007.9,1008.7,1007.9,,24.6,22.9,24.9,22.9,24.6,22.7,90,90,88,1.4,208,2.7
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,03/11/2006 5:00,03/11/2006,2006,11,3,5,,1007.1,1007.9,1007.1,,24.3,23,24.6,23.1,24.2,22.9,93,93,90,0.8,208,1.9
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,03/11/2006 6:00,03/11/2006,2006,11,3,6,,1007,1007.1,1006.9,,24,23,24.3,23,23.9,22.9,94,94,93,0.3,224,1.5
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,03/11/2006 7:00,03/11/2006,2006,11,3,7,,1007.3,1007.3,1006.9,,23.7,22.8,24,23,23.7,22.7,94,95,94,1,20,1.4
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,03/11/2006 8:00,03/11/2006,2006,11,3,8,,1007.7,1007.8,1007.3,,23.8,22.9,24.1,23,23.7,22.8,94,95,93,1.5,11,2.1
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,03/11/2006 9:00,03/11/2006,2006,11,3,9,,1008.2,1008.2,1007.7,35.457,23.9,22.8,24,23,23.7,22.7,93,95,93,1.3,8,2.2
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,03/11/2006 10:00,03/11/2006,2006,11,3,10,,1008.6,1008.6,1008.2,165.843,24.4,23.2,24.4,23.3,23.9,22.8,93,94,92,1.1,17,1.9
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,03/11/2006 11:00,03/11/2006,2006,11,3,11,0.2,1009.2,1009.3,1008.6,402.716,25,23,25.1,23.5,24.4,23,89,94,88,0.8,228,2.2
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,03/11/2006 12:00,03/11/2006,2006,11,3,12,,1009.4,1009.4,1009.2,854.46,26.4,23.2,26.6,24,25,23.1,83,90,82,1.2,134,2.7
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,03/11/2006 13:00,03/11/2006,2006,11,3,13,1,1009.1,1009.5,1009.1,1742.75,27.8,22.8,27.9,23.9,26.4,22.7,74,84,74,1.5,138,3.1
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,03/11/2006 14:00,03/11/2006,2006,11,3,14,,1008.4,1009.1,1008.4,1779.66,28.2,23.8,28.7,23.9,27.7,22.6,77,78,72,2.3,135,4.4
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,03/11/2006 15:00,03/11/2006,2006,11,3,15,,1007.8,1008.4,1007.8,2014.092,29.6,23.1,29.7,24,28.2,22.7,68,77,68,2.5,148,4.7
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,03/11/2006 16:00,03/11/2006,2006,11,3,16,,1006.8,1007.8,1006.8,2383.696,29.4,22.7,30,23.9,28.7,22.4,67,72,66,2.2,129,4.9
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,03/11/2006 17:00,03/11/2006,2006,11,3,17,,1006.1,1006.8,1006.1,1017.796,28.2,22.7,29.4,23.6,28.1,22.5,72,74,66,3.3,140,5.8
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,03/11/2006 18:00,03/11/2006,2006,11,3,18,2,1005.7,1006.2,1005.7,500.802,26.8,22.6,28.2,22.9,26.8,22.3,78,78,71,1.7,121,5.2
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,03/11/2006 19:00,03/11/2006,2006,11,3,19,8.8,1005.7,1005.9,1005.7,266.003,24.9,23.9,26.8,23.9,23.9,22.8,94,95,78,1.9,34,10
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,03/11/2006 20:00,03/11/2006,2006,11,3,20,0.4,1005.8,1005.9,1005.6,64.605,24.8,24,25.1,24.2,24.6,23.8,96,96,93,1,341,3.1
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,03/11/2006 21:00,03/11/2006,2006,11,3,21,0.2,1006.7,1006.7,1005.8,73.122,24.7,24,25,24.3,24.7,23.9,96,96,94,0.5,45,1.6
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,03/11/2006 22:00,03/11/2006,2006,11,3,22,,1007.2,1007.3,1006.7,0,24.8,23.8,25.1,24,24.7,23.6,94,96,91,2.1,19,3
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,03/11/2006 23:00,03/11/2006,2006,11,3,23,,1008.1,1008.1,1007.2,,24.4,22.1,24.8,23.8,24.2,22.1,87,94,87,1.7,303,3
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,04/11/2006 0:00,04/11/2006,2006,11,4,0,2.6,1008.8,1008.8,1008.1,,23.5,22.6,24.4,22.6,23.5,22.2,95,95,87,1.6,342,3.1
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,04/11/2006 1:00,04/11/2006,2006,11,4,1,5,1009.1,1009.3,1008.8,,23.2,22.5,23.6,22.7,23.2,22.2,96,96,92,1.8,14,3.5
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,04/11/2006 2:00,04/11/2006,2006,11,4,2,3.6,1008.5,1009.1,1008.4,,23.1,22.4,23.3,22.5,23,22.3,96,96,95,1.3,28,3.6
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,04/11/2006 3:00,04/11/2006,2006,11,4,3,0.4,1007.8,1008.5,1007.7,,23.1,22.4,23.3,22.5,23,22.3,95,96,95,2.1,8,3.4
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,04/11/2006 4:00,04/11/2006,2006,11,4,4,,1007.2,1007.8,1007.2,,23.1,22.3,23.1,22.4,23,22.3,95,96,95,1.5,36,3.1
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,04/11/2006 5:00,04/11/2006,2006,11,4,5,,1007.1,1007.3,1007,,23,22.4,23.2,22.5,23,22.2,96,96,95,0.8,32,2.1
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,04/11/2006 6:00,04/11/2006,2006,11,4,6,,1007,1007.2,1006.8,,23.3,22.5,23.4,22.5,23,22.3,95,96,94,0.5,114,1.9
306,ALFREDO CHAVES,14,-20.636526,-40.741818,A615,Alfredo Chaves,ES,04/11/2006 7:00,04/11/2006,2006,11,4,7,,1007.5,1007.5,1006.9,,23.3,22.2,23.5,22.5,23.1,22.1,94,96,92,1.2,43,2.1
