wsid,mdct,stp,smax,smin
307,27/10/2006 13:00,1006.2,1006.9,1006.2
307,27/10/2006 14:00,1005.4,1006.2,1005.4
307,27/10/2006 15:00,1004.6,1005.4,1004.6
307,27/10/2006 16:00,1003.3,1004.6,1003.3
307,27/10/2006 17:00,1002.6,1003.3,1002.5
307,27/10/2006 18:00,1002,1002.5,1002
307,27/10/2006 19:00,1001.6,1002,1001.6
307,27/10/2006 20:00,1001.7,1001.7,1001.6
307,27/10/2006 21:00,1001.9,1001.9,1001.5
307,27/10/2006 22:00,1002.6,1002.6,1001.9
307,27/10/2006 23:00,1003.8,1003.8,1002.6
307,28/10/2006 0:00,1004.6,1004.6,1003.8
307,28/10/2006 1:00,1004.7,1005,1004.3
307,28/10/2006 2:00,1004.4,1004.7,1004.2
307,28/10/2006 3:00,1004.2,1004.4,1004.1
307,28/10/2006 4:00,1004,1004.3,1003.9
307,28/10/2006 5:00,1003.7,1004.1,1003.6
307,28/10/2006 6:00,1003.8,1003.9,1003.6
307,28/10/2006 7:00,1004.4,1004.4,1003.7
307,28/10/2006 8:00,1004.6,1004.7,1004.4
307,28/10/2006 9:00,1005.5,1005.5,1004.5
307,28/10/2006 10:00,1005.5,1006,1005.4
307,28/10/2006 11:00,1006.6,1006.6,1005.5
307,28/10/2006 12:00,1006.8,1006.8,1006.2
307,28/10/2006 13:00,1006,1006.8,1006
307,28/10/2006 14:00,1005.8,1006.1,1005.8
307,28/10/2006 15:00,1004.9,1005.8,1004.9
307,28/10/2006 16:00,1004.4,1005,1004.4
307,28/10/2006 17:00,1004.2,1004.4,1004.1
307,28/10/2006 18:00,1004.4,1004.4,1004.1
307,28/10/2006 19:00,1004.5,1004.5,1004.3
307,28/10/2006 20:00,1005.2,1005.2,1004.5
307,28/10/2006 21:00,1005.4,1005.4,1005
307,28/10/2006 22:00,1006.7,1006.7,1005.4
307,28/10/2006 23:00,1007.3,1007.3,1006.7
307,29/10/2006 0:00,1007.8,1007.8,1007.3
307,29/10/2006 1:00,1008.2,1008.3,1007.8
307,29/10/2006 2:00,1007.6,1008.2,1007.6
307,29/10/2006 3:00,1006.9,1007.6,1006.9
307,29/10/2006 4:00,1006.4,1006.9,1006.4
